nct_id,indication_raw,indication_group
NCT06669572,Anorectal Cancer,Colorectal Cancer
NCT06669572,Epithelial Neoplasm,Ovarian Cancer
NCT06883552,Thoracic Neoplasm,NSCLC
NCT06366490,Ovarian Cancer,Ovarian Cancer
NCT06835387,Small Intestinal Adenocarcinoma,Colorectal Cancer
NCT06896188,Pancreatic Cancer,Pancreatic Cancer
NCT06822972,Multiple Myeloma,Multiple Myeloma
NCT06822972,Multiple Myeloma,Multiple Myeloma
NCT06906562,Pancreatic Cancer,Pancreatic Cancer
NCT06906562,FGFR Mutation,Other
NCT06906562,Renal Cell Carcinoma,Other
NCT06906562,FGFR2 Gene Translocation,Other
NCT06906562,Pancreatic Cancer,Pancreatic Cancer
NCT06906562,Epithelial Neoplasm,Ovarian Cancer
NCT06328036,Glioblastoma,Other
NCT06066138,Soft Tissue Sarcoma,Other
NCT06066138,Soft Tissue Sarcoma,Other
NCT06066138,Non-Small Cell Lung Cancer,NSCLC
NCT06066138,Epithelial Neoplasm,Ovarian Cancer
NCT06066138,Neuroendocrine Carcinoma,Other
NCT06066138,Epithelial Neoplasm,Ovarian Cancer
NCT06066138,Hepatocellular Carcinoma,Other
NCT06066138,Hepatocellular Carcinoma,Other
NCT06066138,Skin Melanoma,Other
NCT06066138,Metastatic Melanoma,Other
NCT06908031,Osteosarcoma,Other
NCT06908031,MSS,Other
NCT06908031,Rectal Carcinoma,Other
NCT06912152,Peritoneal Malignant Mesothelioma,Other
NCT05903833,Vulvar Carcinoma,Other
NCT05903833,Vulvar Carcinoma,Other
NCT05903833,Vulvar Carcinoma,Other
NCT05903833,Vulvar Carcinoma,Other
NCT06364267,Breast Cancer,Breast Cancer
NCT06508931,Hematology,Hematologic Malignancies
NCT06517017,Multiple Myeloma,Multiple Myeloma
NCT06517017,Plasma Cell Leukemia,Other
NCT06887803,Primary Myelofibrosis,Other
NCT06882746,Colorectal Cancer,Colorectal Cancer
NCT06882746,Gastric Cancer,Gastric Cancer
NCT06882746,Pancreatic Cancer,Pancreatic Cancer
NCT06682637,Multiple Myeloma,Multiple Myeloma
NCT06914128,Solid Tumors,Solid Tumors (NOS)
NCT06728072,Colorectal Cancer,Colorectal Cancer
NCT06728072,Colorectal Cancer,Colorectal Cancer
NCT06417190,Glioma,Other
NCT06417190,Muscle Invasive Bladder Cancer,Other
NCT06834672,Fallopian Tube Cancer,Other
NCT06834672,Ovarian Cancer,Ovarian Cancer
NCT06834672,Primary Peritoneal Cancer,Other
NCT06856200,HER2-Negative Breast Cancer,Other
NCT06856200,Endocrine Neoplasm,Other
NCT06560879,Thoracic Neoplasm,NSCLC
NCT06560879,Probiotics,Other
NCT06560879,Gastrointestinal Diseases,Other
NCT06801730,Glioma,Other
NCT06851247,Nasopharyngeal Cancer,Other
NCT06352866,Multiple Myeloma,Multiple Myeloma
NCT06352866,Cytokine Release Syndrome,Other
NCT06352866,Multiple Myeloma,Multiple Myeloma
NCT06352866,Immune Effector Cell Associated Neurotoxicity Syndrome,Other
NCT06744894,Multiple Myeloma,Multiple Myeloma
NCT06772428,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT06772428,Underwent Surgery Within 6 Weeks and Postoperative Assessment Indicated High-risk Factors,Other
NCT06720324,Hematology,Hematologic Malignancies
NCT06735131,Triple-Negative Breast Cancer,Other
NCT06730932,Clear Cell Renal Cell Carcinoma,Other
NCT06667908,Non-Small Cell Lung Cancer,NSCLC
NCT06700395,Multiple Myeloma,Multiple Myeloma
NCT06749886,Thoracic Neoplasm,NSCLC
NCT06171685,Multiple Myeloma,Multiple Myeloma
NCT06171685,Multiple Myeloma,Multiple Myeloma
NCT06682611,Solid Tumors,Solid Tumors (NOS)
NCT06647563,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT06673693,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT06673693,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT06217536,Soft Tissue Sarcoma,Other
NCT06613152,Solid Tumors,Solid Tumors (NOS)
NCT06490536,Colon Carcinoma,Other
NCT06490536,Colon Carcinoma,Other
NCT06253637,T-cell acute lymphoblastic leukemia,Other
NCT06578286,Breast Cancer,Breast Cancer
NCT06519370,Triple-Negative Breast Cancer,Other
NCT06261814,Liver Cancer,Other
NCT06416410,Lung Non-Squamous Non-Small Cell Carcinoma,Other
NCT06416410,Lung Non-Squamous Non-Small Cell Carcinoma,Other
NCT06549595,Follicular Lymphoma,Lymphoma
NCT06509568,Esophageal Cancer,Other
NCT06080165,PTEN Gene Mutation,Other
NCT06080165,PTEN Hamartoma Tumor Syndrome,Other
NCT06080165,PTEN Hamartoma Syndrome,Other
NCT06525948,Aplastic Anemia,Other
NCT06525948,Transfusion-dependent Anemia,Other
NCT06444412,WHO Grade 3 Glioma,Other
NCT06444412,WHO Grade 4 Glioma,Other
NCT06562920,Small Cell Lung Cancer,Other
NCT06260033,Breast Cancer,Breast Cancer
NCT06260033,Hormone Receptor-Positive Breast Cancer,Other
NCT06260033,Breast Cancer,Breast Cancer
NCT05901194,Hepatocellular Carcinoma,Other
NCT06734182,Non-Small Cell Lung Cancer,NSCLC
NCT06422156,Pancreatic Cancer,Pancreatic Cancer
NCT06881537,Epithelial Neoplasm,Ovarian Cancer
NCT06332430,Solid Tumors,Solid Tumors (NOS)
NCT06332430,Hematology,Hematologic Malignancies
NCT06402383,Cervical Cancer,Other
NCT06408194,Leukemia,Leukemia
NCT06408194,Acute Lymphoblastic Leukemia,Leukemia
NCT06428682,Breast Cancer,Breast Cancer
NCT06428682,"Blood Loss, Surgical",Other
NCT06300320,Chronic Graft Versus Host Disease,Other
NCT06255379,Colorectal Cancer,Colorectal Cancer
NCT06255379,Colon Carcinoma,Other
NCT06255379,Rectal Carcinoma,Other
NCT06358638,Sickle Cell Disease,Other
NCT06494514,Pancreatic Cancer,Pancreatic Cancer
NCT06271551,Prostate Cancer,Prostate Cancer
NCT06297226,Multiple Myeloma,Multiple Myeloma
NCT06432296,Malignant Ascites,Other
NCT06099366,Acute Lymphoblastic Leukemia,Leukemia
NCT05679921,Soft Tissue Sarcoma,Other
NCT05735028,Thoracic Neoplasm,NSCLC
NCT06329999,Acute Myeloid Leukemia,AML
NCT06329999,Myelodysplastic Syndrome,Hematologic Malignancies
NCT06329999,Acute Myeloid Leukemia,AML
NCT06208462,Intrahepatic Cholangiocarcinoma,Other
NCT05967182,Bile Duct Cancer,Other
NCT06440811,Gastric Cancer,Gastric Cancer
NCT06440811,Immune-related Adverse Event,Other
NCT06440811,Chemotherapeutic Toxicity,Other
NCT05567770,Prostate Cancer,Prostate Cancer
NCT06077760,Non-Small Cell Lung Cancer,NSCLC
NCT06132438,Glioblastoma,Other
NCT05995041,Acute Myeloid Leukemia,AML
NCT06017323,Pancreatic Cancer,Pancreatic Cancer
NCT06109207,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT06081595,Ovarian Cancer,Ovarian Cancer
NCT06109064,Myelodysplastic Syndrome,Hematologic Malignancies
NCT06008119,Colorectal Cancer,Colorectal Cancer
NCT06321887,Inflammatory Bowel Disease,Other
NCT06321887,Iron-Deficiency Anemia,Other
NCT05863195,Colorectal Cancer,Colorectal Cancer
NCT05863195,Liver Cancer,Other
NCT05863195,Colorectal Cancer,Colorectal Cancer
NCT05863195,Colorectal Cancer,Colorectal Cancer
NCT05318469,Breast Cancer,Breast Cancer
NCT05318469,Triple-Negative Breast Cancer,Other
NCT06080893,Anemia,Other
NCT06080893,"Complication,Postoperative",Other
NCT06080893,Hip Fractures,Other
NCT05888844,Skin Squamous Cell Carcinoma,Other
NCT06092957,Nasopharyngeal Cancer,Other
NCT06092957,De-escalation Therapy,Other
NCT06045689,Myelodysplastic Syndrome,Hematologic Malignancies
NCT05786573,Warm Autoimmune Hemolytic Anemia,Other
NCT06057168,Central Nervous System Neoplasm,Other
NCT06057168,Central Nervous System Neoplasm,Other
NCT06015568,Non-Small Cell Lung Cancer,NSCLC
NCT06020833,Myelodysplastic Syndrome,Hematologic Malignancies
NCT06809426,Castration-Resistant Prostate Carcinoma,Other
NCT03529448,Glioblastoma,Other
NCT05907304,Solid Tumors,Solid Tumors (NOS)
NCT05918250,Multiple Myeloma,Multiple Myeloma
NCT05453396,Post-Transplant Lymphoproliferative Disorder,Other
NCT05453396,B-Cell Non-Hodgkin Lymphoma,Other
NCT05453396,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT05453396,Follicular Lymphoma,Lymphoma
NCT05453396,Mantle Cell Lymphoma,Other
NCT05453396,Post-Transplant Lymphoproliferative Disorder,Other
NCT05453396,Mantle Cell Lymphoma,Other
NCT05453396,Post-Transplant Lymphoproliferative Disorder,Other
NCT05453396,B-Cell Non-Hodgkin Lymphoma,Other
NCT05453396,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT05453396,Follicular Lymphoma,Lymphoma
NCT05553041,Glioma,Other
NCT05553041,High-Grade Glioma,Other
NCT05553041,High-Grade Glioma,Other
NCT05553041,Glioma,Other
NCT05553041,Glioma,Other
NCT06041425,Hepatocellular Carcinoma,Other
NCT06041425,Leiomyosarcoma,Other
NCT06041425,Connective and Soft Tissue Neoplasm,Other
NCT06041425,Inflammation,Other
NCT05770531,HER2-Negative Breast Cancer,Other
NCT05770531,Triple-Negative Breast Cancer,Other
NCT06007846,Hepatocellular Carcinoma,Other
NCT06007846,Cirrhosis,Other
NCT05954312,Solid Tumors,Solid Tumors (NOS)
NCT05777278,Non-Small Cell Lung Cancer,NSCLC
NCT05850234,Multiple Myeloma,Multiple Myeloma
NCT05687110,Solid Tumors,Solid Tumors (NOS)
NCT05687110,Solid Tumors,Solid Tumors (NOS)
NCT05961696,Acute Lymphoblastic Leukemia,Leukemia
NCT05751265,Gastric Cancer,Gastric Cancer
NCT05443425,Hematology,Hematologic Malignancies
NCT05443425,Acute Graft Versus Host Disease,Other
NCT05812807,Breast Cancer,Breast Cancer
NCT05812807,Breast Cancer,Breast Cancer
NCT05812807,Breast Cancer,Breast Cancer
NCT05812807,Triple-Negative Breast Cancer,Other
NCT05926960,Male Reproductive System Neoplasm,Other
NCT05443464,Acute Graft Versus Host Disease,Other
NCT05894837,Colorectal Cancer,Colorectal Cancer
NCT05894837,Liver Cancer,Other
NCT05400902,Intrahepatic Cholangiocarcinoma,Other
NCT05885464,T Lymphoblastic Lymphoma,Other
NCT05885464,Hematology,Hematologic Malignancies
NCT05885464,Acute Lymphoblastic Leukemia,Leukemia
NCT05976997,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",Other
NCT05716516,Brain Metastasis,Other
NCT05139056,Anaplastic Astrocytoma,Other
NCT05139056,WHO Grade 3 Glioma,Other
NCT05139056,Anaplastic Oligodendroglioma,Other
NCT05139056,Glioblastoma,Other
NCT05139056,Gliosarcoma,Other
NCT05139056,High-Grade Glioma,Other
NCT05139056,WHO Grade 2 Glioma,Other
NCT05139056,WHO Grade 3 Glioma,Other
NCT05848999,Solid Tumors,Solid Tumors (NOS)
NCT05843448,Muscle Invasive Bladder Cancer,Other
NCT05843448,Urothelial Carcinoma,Other
NCT05843448,Urothelial Carcinoma,Other
NCT05843448,Bladder Cancer,Other
NCT05701709,Solid Tumors,Solid Tumors (NOS)
NCT05371054,Hematology,Hematologic Malignancies
NCT05371054,Non-Hodgkin Lymphoma,Lymphoma
NCT05371054,Non-Hodgkin Lymphoma,Lymphoma
NCT05371054,Hematology,Hematologic Malignancies
NCT05371054,Leukemia,Leukemia
NCT05754801,Cancer,Other
NCT05754801,Palliative Care,Other
NCT05744921,Paroxysmal Nocturnal Hemoglobinuria,Other
NCT05661591,Malignant Tumor,Other
NCT05715398,Non-Small Cell Lung Cancer,NSCLC
NCT05675813,T-Cell Non-Hodgkin Lymphoma,Other
NCT05716113,Neoplasms,Other
NCT05716113,Hematology,Hematologic Malignancies
NCT05716113,Hematology,Hematologic Malignancies
NCT05716113,Hematology,Hematologic Malignancies
NCT05784870,Hematology,Hematologic Malignancies
NCT05784870,Cancer-Related Anemia,Other
NCT05722795,Breast Cancer,Breast Cancer
NCT05722795,Triple-Negative Breast Cancer,Other
NCT05870995,Leukemia,Leukemia
NCT05679258,Multiple Myeloma,Multiple Myeloma
NCT05603559,Castration-Resistant Prostate Carcinoma,Other
NCT05608785,Gastric Cancer,Gastric Cancer
NCT05608785,Gastroesophageal Junction Cancer,Gastric Cancer
NCT05668767,Extensive Stage Lung Small Cell Carcinoma,Other
NCT05669807,Second Line Treatment of Gastric Cancer,Other
NCT05990998,Tumor Positron-Emission Tomography,Other
NCT06350838,Muscle Invasive Bladder Cancer,Other
NCT05198843,Breast Cancer,Breast Cancer
NCT05198843,Triple-Negative Breast Cancer,Other
NCT05208762,Non-Small Cell Lung Cancer,NSCLC
NCT05208762,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT05208762,Esophageal Cancer,Other
NCT05208762,Female Reproductive System Neoplasm,Other
NCT05208762,Male Reproductive System Neoplasm,Other
NCT05208762,Triple-Negative Breast Cancer,Other
NCT05208762,Gastric Cancer,Gastric Cancer
NCT05425862,Castration-Resistant Prostate Carcinoma,Other
NCT04892277,B-Cell Non-Hodgkin Lymphoma,Other
NCT04892277,Chronic Lymphocytic Leukemia,Other
NCT04892277,Small Lymphocytic Lymphoma,Other
NCT04892277,Chronic Lymphocytic Leukemia,Other
NCT04892277,B-Cell Non-Hodgkin Lymphoma,Other
NCT04892277,Chronic Lymphocytic Leukemia,Other
NCT04892277,Small Lymphocytic Lymphoma,Other
NCT04892277,Chronic Lymphocytic Leukemia,Other
NCT05521412,Prostate Cancer,Prostate Cancer
NCT05521412,Castration-Resistant Prostate Carcinoma,Other
NCT05489731,Non-Small Cell Lung Cancer,NSCLC
NCT05480449,Acute Lymphoblastic Leukemia,Leukemia
NCT05480449,B-Cell Non-Hodgkin Lymphoma,Other
NCT05285358,Extrahepatic Cholangiocarcinoma,Other
NCT05285358,Gallbladder Carcinoma,Other
NCT05285358,Intrahepatic Cholangiocarcinoma,Other
NCT05285358,Peritoneal and Retroperitoneal Neoplasm,Other
NCT05285358,Extrahepatic Bile Duct Carcinoma,Other
NCT05285358,Liver Cancer,Other
NCT05285358,Intrahepatic Cholangiocarcinoma,Other
NCT05285358,Gallbladder Carcinoma,Other
NCT05322135,Head and Neck Squamous Cell Carcinoma,Head & Neck Cancer
NCT05322135,Head and Neck Neoplasm,Head & Neck Cancer
NCT05496231,Intraepithelial Neoplasia,Other
NCT05779514,Solid Tumors,Solid Tumors (NOS)
NCT05111574,Acral Melanoma,Other
NCT05111574,Urinary System Neoplasm,Other
NCT05111574,Female Reproductive System Neoplasm,Other
NCT05111574,Digestive System Neoplasm,Pancreatic Cancer
NCT05111574,Digestive System Neoplasm,Pancreatic Cancer
NCT05111574,Head and Neck Neoplasm,Head & Neck Cancer
NCT05111574,Head and Neck Neoplasm,Head & Neck Cancer
NCT05111574,Urinary System Neoplasm,Other
NCT05111574,Head and Neck Neoplasm,Head & Neck Cancer
NCT05111574,Head and Neck Neoplasm,Head & Neck Cancer
NCT05111574,Male Reproductive System Neoplasm,Other
NCT05111574,Digestive System Neoplasm,Pancreatic Cancer
NCT05111574,Recurrent Mucosal Melanoma,Other
NCT05111574,Head and Neck Neoplasm,Head & Neck Cancer
NCT05111574,Vulvar Carcinoma,Other
NCT05111574,Vulvar Carcinoma,Other
NCT05111574,Vulvar Carcinoma,Other
NCT05111574,Urinary System Neoplasm,Other
NCT05111574,Female Reproductive System Neoplasm,Other
NCT05111574,Vulvar Melanoma,Other
NCT05491512,Female Reproductive System Neoplasm,Other
NCT05491512,Head and Neck Neoplasm,Head & Neck Cancer
NCT05491512,Oropharyngeal Cancer,Other
NCT05491512,Oropharyngeal Cancer,Other
NCT05491512,Human Papilloma Virus,Other
NCT06469138,Non-Small Cell Lung Cancer,NSCLC
NCT06469138,Metastatic Melanoma,Other
NCT06469138,Acute Myeloid Leukemia,AML
NCT06469138,Myelodysplastic Syndrome,Hematologic Malignancies
NCT06469138,Pancreatic Cancer,Pancreatic Cancer
NCT06469138,Glioblastoma,Other
NCT06469138,Pleural Malignant Mesothelioma,Other
NCT06469138,COVID-19,Other
NCT05463601,Brain Metastasis,Other
NCT05406466,Male Reproductive System Neoplasm,Other
NCT05465343,Furmonertinib,Other
NCT05465343,Lung Adenocarcinoma,Other
NCT05465343,Non-Small Cell Lung Cancer,NSCLC
NCT05465343,Brain Metastasis,Other
NCT05480865,Epithelial Neoplasm,Ovarian Cancer
NCT05480865,Solid Tumors,Solid Tumors (NOS)
NCT05480865,Metastatic NSCLC,Other
NCT05480865,Non-Small Cell Lung Cancer,NSCLC
NCT04978727,Medulloblastoma,Other
NCT04978727,Glioblastoma,Other
NCT04978727,Anaplastic Astrocytoma,Other
NCT04978727,Anaplastic Astrocytoma,Other
NCT04978727,Anaplastic Oligodendroglioma,Other
NCT04978727,WHO Grade 3 Glioma,Other
NCT04978727,Ependymoma,Other
NCT04978727,Diffuse Intrinsic Pontine Glioma,Other
NCT05186545,Breast Cancer,Breast Cancer
NCT05186545,Breast Cancer,Breast Cancer
NCT05381038,Solid Tumors,Solid Tumors (NOS)
NCT05381038,Digestive System Neoplasm,Pancreatic Cancer
NCT05381038,Breast Cancer,Breast Cancer
NCT05429398,Solid Tumors,Solid Tumors (NOS)
NCT05362409,High-Grade Glioma,Other
NCT04655391,Acute Myeloid Leukemia,AML
NCT05600309,Colorectal Cancer,Colorectal Cancer
NCT05085054,Non-Small Cell Lung Cancer,NSCLC
NCT05389293,Follicular Lymphoma,Lymphoma
NCT05389293,Hematology,Hematologic Malignancies
NCT05393804,Multiple Myeloma,Multiple Myeloma
NCT05479812,Solid Tumors,Solid Tumors (NOS)
NCT05479812,Solid Tumors,Solid Tumors (NOS)
NCT05055063,Multiple Myeloma,Multiple Myeloma
NCT05263999,Graft Versus Host Disease,Other
NCT05263999,Graft Versus Host Disease,Other
NCT05263999,Acute Graft Versus Host Disease,Other
NCT05263999,Acute Graft Versus Host Disease,Other
NCT05263999,aGVHD,Other
NCT05135715,Skin Melanoma,Other
NCT05135715,HER2-Positive Breast Cancer,Other
NCT05135715,Skin Melanoma,Other
NCT05198934,Colorectal Cancer,Colorectal Cancer
NCT05397184,T-cell acute lymphoblastic leukemia,Other
NCT05327582,Pancreatic Cancer,Pancreatic Cancer
NCT05327582,Biliary Tract Cancer,Other
NCT05317325,Esophageal Cancer,Other
NCT04826016,Breast Cancer,Breast Cancer
NCT05315700,Solid Tumors,Solid Tumors (NOS)
NCT05024305,Solid Tumors,Solid Tumors (NOS)
NCT05081193,Prostate Cancer,Prostate Cancer
NCT05081193,Castration-Resistant Prostate Carcinoma,Other
NCT05081193,Castration-Resistant Prostate Carcinoma,Other
NCT05231850,Colon Carcinoma,Other
NCT05296772,Digestive System Neoplasm,Pancreatic Cancer
NCT05296772,"Neoplasm, Experimental",Other
NCT05296772,Epithelial Neoplasm,Ovarian Cancer
NCT05296772,Hematology,Hematologic Malignancies
NCT05302921,Osteosarcoma,Other
NCT05302921,Ewing Sarcoma,Other
NCT05302921,Rhabdomyosarcoma,Other
NCT05302921,Relapsed Pediatric Solid Tumor,Other
NCT05302921,Solid Tumors,Solid Tumors (NOS)
NCT05302921,Male Reproductive System Neoplasm,Other
NCT05302921,Liver Cancer,Other
NCT05302921,Hepatocellular Carcinoma,Other
NCT05302921,Kidney Wilms Tumor,Other
NCT05302921,Kidney Wilms Tumor,Other
NCT05636566,Epithelial Neoplasm,Ovarian Cancer
NCT05636566,Follicular Lymphoma,Lymphoma
NCT05204628,Non-Small Cell Lung Cancer,NSCLC
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colon Carcinoma,Other
NCT04119830,Mismatch Repair Proficient,Other
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04119830,Colorectal Cancer,Colorectal Cancer
NCT04591028,Gastric Cancer,Gastric Cancer
NCT05239182,Pancreatic Cancer,Pancreatic Cancer
NCT04965077,Solid Tumors,Solid Tumors (NOS)
NCT05305859,Acute Myeloid Leukemia,AML
NCT05305859,Acute Myeloid Leukemia,AML
NCT05305859,Leukemia,Leukemia
NCT05111366,Hepatocellular Carcinoma,Other
NCT05111366,Adjuvant Therapy,Other
NCT04956276,Warm Autoimmune Hemolytic Anemia,Other
NCT05796089,Extensive Stage Lung Small Cell Carcinoma,Other
NCT05183958,Esophageal Cancer,Other
NCT05067283,Solid Tumors,Solid Tumors (NOS)
NCT05078671,Cancer,Other
NCT05170334,Uveal Melanoma,Other
NCT04372927,Non-Small Cell Lung Cancer,NSCLC
NCT04372927,Thoracic Neoplasm,NSCLC
NCT04372927,Thoracic Neoplasm,NSCLC
NCT04372927,Thoracic Neoplasm,NSCLC
NCT04372927,Thoracic Neoplasm,NSCLC
NCT05155189,Hepatocellular Carcinoma,Other
NCT04837196,Solid Tumors,Solid Tumors (NOS)
NCT04837196,Digestive System Neoplasm,Pancreatic Cancer
NCT05114720,Breast Cancer,Breast Cancer
NCT05001347,Ovarian Cancer,Ovarian Cancer
NCT05001347,Ovarian Cancer,Ovarian Cancer
NCT05001347,Head and Neck Neoplasm,Head & Neck Cancer
NCT05001347,Non-Small Cell Lung Cancer,NSCLC
NCT05001347,Digestive System Neoplasm,Pancreatic Cancer
NCT05001347,Triple-Negative Breast Cancer,Other
NCT04999540,Breast Cancer,Breast Cancer
NCT05627778,Prostate Cancer,Prostate Cancer
NCT04337177,Solid Tumors,Solid Tumors (NOS)
NCT04337177,Kidney Wilms Tumor,Other
NCT04337177,Rhabdomyosarcoma,Other
NCT04337177,Ewing Sarcoma,Other
NCT04337177,Liver Cancer,Other
NCT04337177,Medulloblastoma,Other
NCT04891809,Multiple Myeloma,Multiple Myeloma
